,EventName,PreSalename,PreSalestartdate,PreSaleenddate,StartDatetime,StartLocaltime,StartLocalDate,StartTimezone,EventCategory,Genre,SubGenre,Family,PromoterName,MinPrice,MaxPrice,TicketInfo,CityName,StateName,PostalCode,Address,Longitude,Latitude,UpcomingMoreevent ,ticket0nTickeMaster,Venue,LineUp
0,New York Giants vs. Dallas Cowboys,Season Ticket Holder Presale,2019-04-18T00:00:00Z,2019-04-20T02:00:00Z,2019-11-05T01:15:00Z,20:15:00,2019-11-04,America/New_York,Sports,Football,NFL,False,NFL REGULAR SEASON,125.0,775.0,There is a six (6) ticket limit per household.,East Rutherford,New Jersey,07073,One MetLife Stadium Drive,-74.074493,40.81359,9,9,MetLife Stadium,New York Giants
1,UFC 244,Fight Club Presale,2019-09-18T14:00:00Z,2019-09-19T13:00:00Z,2019-11-02T22:15:00Z,18:15:00,2019-11-02,America/New_York,Sports,Martial Arts,Mixed Martial Arts,False,PROMOTED BY VENUE,131.0,3506.0,There is an eight (8) ticket limit for this event.,New York,New York,10001,7th Ave & 32nd Street,-73.9916006,40.7497062,3,2,Madison Square Garden,Ultimate Fighting Championship - UFC
2,Seattle Seahawks vs. Tampa Bay Buccaneers,Blue Pride,2019-10-16T19:00:00Z,2019-10-23T20:00:00Z,2019-11-03T21:05:00Z,13:05:00,2019-11-03,America/Los_Angeles,Sports,Football,NFL,False,NFL REGULAR SEASON,75.0,800.0,There is an overall 20 ticket limit for this event.,Seattle,Washington,98134,800 Occidental Ave S,-122.331607,47.595083,10,9,CenturyLink Field,Seattle Seahawks
3,Atlanta Hawks vs. Los Angeles Lakers,Resale Onsale,2019-08-12T19:00:00Z,2019-08-13T02:00:00Z,2019-12-15T23:00:00Z,18:00:00,2019-12-15,America/New_York,Sports,Basketball,NBA,False,NBA REGULAR SEASON,129.0,999.0,There is an 8 ticket limit.,Atlanta,Georgia,30303,One State Farm Drive,-84.394569,33.757796,78,70,State Farm Arena,Atlanta Hawks
4,New York Knicks vs. Los Angeles Lakers,Chase Cardmember Presale,2019-08-28T14:00:00Z,2019-08-30T14:00:00Z,2020-01-23T00:30:00Z,19:30:00,2020-01-22,America/New_York,Sports,Basketball,NBA,False,NBA REGULAR SEASON,199.0,8987.5,There is a nineteen (19) ticket limit per person.,New York,New York,10001,7th Ave & 32nd Street,-73.9916006,40.7497062,77,69,Madison Square Garden,New York Knicks
5,Eagles,American Express® Card Member Presale,2019-10-14T14:00:00Z,2019-10-18T02:00:00Z,2020-02-08T01:00:00Z,20:00:00,2020-02-07,America/New_York,Music,Rock,Pop,False,LIVE NATION MUSIC,99.0,750.0,There is an overall 8 ticket limit for this event.,Atlanta,Georgia,30303,One State Farm Drive,-84.394569,33.757796,23,21,State Farm Arena,Eagles
6,Eagles,Official Platinum,2019-10-14T14:00:00Z,2020-02-15T01:00:00Z,2020-02-15T01:00:00Z,20:00:00,2020-02-14,America/New_York,Music,Rock,Pop,False,PROMOTED BY VENUE,129.0,750.0,There is an eight (8) ticket limit for this event.,New York,New York,10001,7th Ave & 32nd Street,-73.9916006,40.7497062,23,21,Madison Square Garden,Eagles
7,Eagles,American Express® Card Member Presale,2019-10-14T15:00:00Z,2019-10-18T03:00:00Z,2020-03-01T02:00:00Z,20:00:00,2020-02-29,America/Chicago,Music,Rock,Pop,False,LIVE NATION MUSIC,129.0,750.0,There is an overall eight (8) ticket limit for this event.,Dallas,Texas,75201,2500 Victory Avenue,-96.81081803,32.79067196,23,21,American Airlines Center,Eagles
8,Dallas Mavericks vs. Los Angeles Lakers,Citi® Cardmember Presale,2019-09-16T15:00:00Z,2019-09-17T03:00:00Z,2019-11-02T01:30:00Z,20:30:00,2019-11-01,America/Chicago,Sports,Basketball,NBA,False,NBA REGULAR SEASON,70.0,2700.0,There is an 4 ticket limit for this game.,Dallas,Texas,75201,2500 Victory Avenue,-96.81081803,32.79067196,78,69,American Airlines Center,Dallas Mavericks
9,Eagles,American Express® Card Member Presale,2019-10-14T14:00:00Z,2019-10-18T02:00:00Z,2020-02-09T01:00:00Z,20:00:00,2020-02-08,America/New_York,Music,Rock,Pop,False,LIVE NATION MUSIC,99.0,750.0,There is an overall 8 ticket limit for this event.,Atlanta,Georgia,30303,One State Farm Drive,-84.394569,33.757796,23,21,State Farm Arena,Eagles
10,Eagles,Official Platinum,2019-10-14T14:00:00Z,2020-02-16T01:00:00Z,2020-02-16T01:00:00Z,20:00:00,2020-02-15,America/New_York,Music,Rock,Pop,False,PROMOTED BY VENUE,129.0,750.0,There is an eight (8) ticket limit for this event.,New York,New York,10001,7th Ave & 32nd Street,-73.9916006,40.7497062,23,21,Madison Square Garden,Eagles
11,Eagles,American Express ® Card Member Presale,2019-10-28T16:00:00Z,2019-11-01T04:00:00Z,2020-03-29T02:00:00Z,20:00:00,2020-03-28,America/Denver,Music,Rock,Pop,False,PROMOTED BY VENUE,129.0,750.0,There is an overall 8 ticket limit for this event.,Denver,Colorado,80204,1000 Chopper Circle,-105.010166,39.74724,23,21,Pepsi Center,Eagles
14,Eagles,American Express® Card Member Presale,2019-10-28T15:00:00Z,2019-11-01T03:00:00Z,2020-04-04T01:00:00Z,20:00:00,2020-04-03,America/Chicago,Music,Rock,Pop,False,LIVE NATION MUSIC,126.0,767.0,There is an overall 8 ticket limit for this event.,Saint Paul,Minnesota,55102,199 Kellogg Blvd,-93.10121819,44.94489438,23,21,Xcel Energy Center,Eagles
15,Eagles,American Express® Card Member Presale,2019-10-28T15:00:00Z,2019-11-01T03:00:00Z,2020-04-05T01:00:00Z,20:00:00,2020-04-04,America/Chicago,Music,Rock,Pop,False,LIVE NATION MUSIC,126.0,767.0,There is an overall 8 ticket limit for this event.,Saint Paul,Minnesota,55102,199 Kellogg Blvd,-93.10121819,44.94489438,23,21,Xcel Energy Center,Eagles
16,Eagles,Live Nation Mobile App Presale,2019-10-17T17:00:00Z,2019-10-18T05:00:00Z,2020-04-19T03:00:00Z,20:00:00,2020-04-18,America/Los_Angeles,Music,Rock,Pop,False,LIVE NATION MUSIC,99.0,750.0,There is an 8 ticket limit per household.,Inglewood,California,90305,3900 W Manchester Blvd.,-118.341868,33.9583,23,21,The Forum,Eagles
17,San Antonio Spurs vs. Los Angeles Lakers,Resale Onsale,2019-08-12T15:00:00Z,2019-10-24T00:30:00Z,2019-11-26T01:30:00Z,19:30:00,2019-11-25,America/Chicago,Sports,Basketball,NBA,False,NBA REGULAR SEASON,67.0,2000.0,There is a 6 ticket limit for this event.,San Antonio,Texas,78219,1 AT&T Center,-98.4337987,29.4330386,79,68,AT&T Center,San Antonio Spurs
18,New England Patriots vs. Dallas Cowboys,Resale Onsale,2019-04-01T14:00:00Z,2019-04-02T00:00:00Z,2019-11-24T21:25:00Z,16:25:00,2019-11-24,America/New_York,Sports,Football,NFL,False,NFL REGULAR SEASON,140.0,462.0,There is a four (4) ticket limit.,Foxborough,Massachusetts,02035,1 Patriot Place,-71.264321,42.090918,8,8,Gillette Stadium,New England Patriots
19,Eagles,American Express Presale,2019-10-14T17:00:00Z,2019-10-18T05:00:00Z,2020-04-12T03:00:00Z,20:00:00,2020-04-11,America/Los_Angeles,Music,Rock,Pop,False,LIVE NATION MUSIC,129.0,750.0,There is an 8 ticket limit.,San Francisco,California,94158,300 16th Street,-122.387464,37.76797,23,21,Chase Center,Eagles
20,Eagles,American Express® Card Member Presale,2019-10-14T15:00:00Z,2019-10-18T03:00:00Z,2020-03-02T02:00:00Z,20:00:00,2020-03-01,America/Chicago,Music,Rock,Pop,False,LIVE NATION MUSIC,129.0,750.0,There is an overall eight (8) ticket limit for this event.,Dallas,Texas,75201,2500 Victory Avenue,-96.81081803,32.79067196,23,21,American Airlines Center,Eagles
21,Eagles,Live Nation Mobile App Presale,2019-10-17T17:00:00Z,2019-10-18T05:00:00Z,2020-04-18T03:00:00Z,20:00:00,2020-04-17,America/Los_Angeles,Music,Rock,Pop,False,LIVE NATION MUSIC,99.0,750.0,There is an 8 ticket limit per household.,Inglewood,California,90305,3900 W Manchester Blvd.,-118.341868,33.9583,23,21,The Forum,Eagles
22,Eagles,American Express® Card Member Presale,2019-10-21T14:00:00Z,2019-10-25T02:00:00Z,2020-02-12T00:30:00Z,19:30:00,2020-02-11,America/New_York,Music,Rock,Pop,False,LIVE NATION MUSIC,99.0,750.0,There is an overall 8 ticket limit for this event.,Atlanta,Georgia,30303,One State Farm Drive,-84.394569,33.757796,23,21,State Farm Arena,Eagles
23,Golden State Warriors vs. Boston Celtics,Resale,2019-08-14T17:00:00Z,2019-11-16T03:30:00Z,2019-11-16T03:30:00Z,19:30:00,2019-11-15,America/Los_Angeles,Sports,Basketball,NBA,False,NBA REGULAR SEASON,115.0,2850.0,There is a 8 ticket limit.,San Francisco,California,94158,300 16th Street,-122.387464,37.76797,78,69,Chase Center,Golden State Warriors
24,Eagles,American Express ® Card Member Presale,2019-10-28T16:00:00Z,2019-11-01T04:00:00Z,2020-03-27T01:30:00Z,19:30:00,2020-03-26,America/Denver,Music,Rock,Pop,False,PROMOTED BY VENUE,129.0,750.0,There is an overall 8 ticket limit for this event.,Denver,Colorado,80204,1000 Chopper Circle,-105.010166,39.74724,23,21,Pepsi Center,Eagles
25,Eagles,Official Platinum,2019-10-23T14:00:00Z,2020-02-19T00:30:00Z,2020-02-19T00:30:00Z,19:30:00,2020-02-18,America/New_York,Music,Rock,Pop,False,PROMOTED BY VENUE,129.0,750.0,There is an eight (8) ticket limit for this event.,New York,New York,10001,7th Ave & 32nd Street,-73.9916006,40.7497062,23,21,Madison Square Garden,Eagles
26,Eagles,American Express® Card Member Presale,2019-10-15T17:00:00Z,2019-10-18T03:00:00Z,2020-03-18T00:30:00Z,19:30:00,2020-03-17,America/Chicago,Music,Rock,Pop,False,LIVE NATION MUSIC,129.0,750.0,There is an overall eight (8) ticket limit for this event.,Dallas,Texas,75201,2500 Victory Avenue,-96.81081803,32.79067196,23,21,American Airlines Center,Eagles
27,Eagles,American Express® Card Member Presale,2019-10-21T17:00:00Z,2019-10-25T05:00:00Z,2020-04-25T03:00:00Z,20:00:00,2020-04-24,America/Los_Angeles,Music,Rock,Pop,False,LIVE NATION MUSIC,99.0,750.0,There is an 8 ticket limit per household.,Inglewood,California,90305,3900 W Manchester Blvd.,-118.341868,33.9583,23,21,The Forum,Eagles
28,Eagles,American Express,2019-10-14T17:00:00Z,2019-10-18T05:00:00Z,2020-04-13T03:00:00Z,20:00:00,2020-04-12,America/Los_Angeles,Music,Rock,Pop,False,LIVE NATION MUSIC,129.0,750.0,There is an 8 ticket limit.,San Francisco,California,94158,300 16th Street,-122.387464,37.76797,23,21,Chase Center,Eagles
29,San Francisco 49ers vs. Seattle Seahawks,Special Offer,2019-10-31T16:00:00Z,2019-11-04T07:59:00Z,2019-11-12T01:15:00Z,17:15:00,2019-11-11,America/Los_Angeles,Sports,Football,NFL,False,NFL REGULAR SEASON,85.0,950.0,"There is a 12 ticket limit for this event. For group tickets, please call 415-GO-49ERS",Santa Clara,California,95054,4900 Marie P. DeBartolo Way,-121.97034311,37.40367671,8,8,Levi's® Stadium,San Francisco 49ers
30,San Francisco 49ers vs. Green Bay Packers,Special Offer,2019-10-31T16:00:00Z,2019-11-04T07:59:00Z,2019-11-24T21:25:00Z,13:25:00,2019-11-24,America/Los_Angeles,Sports,Football,NFL,False,NFL REGULAR SEASON,169.0,950.0,"There is a 12 ticket limit for this event. For group tickets, please call 415-GO-49ERS",Santa Clara,California,95054,4900 Marie P. DeBartolo Way,-121.97034311,37.40367671,8,8,Levi's® Stadium,San Francisco 49ers
31,New York Jets vs. New York Giants,Visa Exclusive Presale,2019-04-18T00:00:00Z,2019-04-22T02:00:00Z,2019-11-10T18:00:00Z,13:00:00,2019-11-10,America/New_York,Sports,Football,NFL,False,NFL REGULAR SEASON,45.0,802.0,There is an overall (6) six ticket limit for this event.,East Rutherford,New Jersey,07073,One MetLife Stadium Drive,-74.074493,40.81359,10,10,MetLife Stadium,New York Jets
32,Pittsburgh Steelers vs. Indianapolis Colts,Season Ticket Holder Presale,2019-04-26T14:00:00Z,2019-04-29T02:00:00Z,2019-11-03T18:00:00Z,13:00:00,2019-11-03,America/New_York,Sports,Football,NFL,False,NFL REGULAR SEASON,50.0,366.0,There is an overall event ticket limit of 8.,Pittsburgh,Pennsylvania,15212,100 Art Rooney Avenue,-80.015884,40.446093,10,10,Heinz Field,Pittsburgh Steelers
33,San Francisco 49ers vs. Arizona Cardinals,Special Offer,2019-10-31T16:00:00Z,2019-11-04T07:59:00Z,2019-11-17T21:05:00Z,13:05:00,2019-11-17,America/Los_Angeles,Sports,Football,NFL,False,NFL REGULAR SEASON,67.0,950.0,"There is a 12 ticket limit for this event. For group tickets, please call 415-GO-49ERS",Santa Clara,California,95054,4900 Marie P. DeBartolo Way,-121.97034311,37.40367671,8,8,Levi's® Stadium,San Francisco 49ers
34,San Antonio Spurs vs. Los Angeles Lakers,Resale Onsale,2019-08-12T15:00:00Z,2019-10-24T00:30:00Z,2019-11-04T00:00:00Z,18:00:00,2019-11-03,America/Chicago,Sports,Basketball,NBA,False,NBA REGULAR SEASON,38.0,2086.0,There is a 6 ticket limit for this event.,San Antonio,Texas,78219,1 AT&T Center,-98.4337987,29.4330386,79,68,AT&T Center,San Antonio Spurs
35,2020 Bridgestone NHL Winter Classic Nashville Predators v Dallas Stars,Bridgestone Presale,2019-04-08T15:00:00Z,2019-04-22T04:59:00Z,2020-01-01T18:30:00Z,12:30:00,2020-01-01,America/Chicago,Sports,Hockey,NHL,False,NHL REGULAR SEASON,75.0,500.0,There is an 8 ticket limit for this event.,Dallas,Texas,75226,3750 Midway Plaza ( In Fairpark ),-96.75976624,32.77946164,1,1,Cotton Bowl,Bridgestone-NHL Winter Classic®
36,Hamilton (Touring),Season Ticket Holder Priority Access,2019-10-01T17:00:00Z,2019-10-29T06:59:00Z,2020-03-13T03:00:00Z,20:00:00,2020-03-12,America/Los_Angeles,Arts & Theatre,Theatre,Musical,False,BROADWAY IN HOLLYWOOD,55.0,450.0,The Broadway in Hollywood subscriber ticket limit is 9 tickets and the single ticket buyer ticket limit is 8 tickets. Exceeding these amounts for the entire run of Hamilton may result in the cancelation of all Hamilton tickets.,Los Angeles,California,90028,6233 Hollywood Blvd.,-118.32586552,34.10200961,404,286,Hollywood Pantages Theatre,Hamilton (Touring)
37,Minnesota Vikings vs. Green Bay Packers,Season Ticket Member Presale,2019-07-15T15:00:00Z,2019-07-17T04:59:00Z,2019-12-24T01:15:00Z,19:15:00,2019-12-23,America/Chicago,Sports,Football,NFL,False,NFL REGULAR SEASON,89.0,1000.0,There is an overall 8 ticket limit for this event.,Minneapolis,Minnesota,55415,401 Chicago Avenue,-93.257528,44.973617,8,8,U.S. Bank Stadium,Minnesota Vikings
38,Minnesota Vikings vs. Denver Broncos,Season Ticket Member Presale,2019-07-15T15:00:00Z,2019-07-17T04:59:00Z,2019-11-17T18:00:00Z,12:00:00,2019-11-17,America/Chicago,Sports,Football,NFL,False,NFL REGULAR SEASON,86.0,700.0,There is an overall 8 ticket limit for this event.,Minneapolis,Minnesota,55415,401 Chicago Avenue,-93.257528,44.973617,8,8,U.S. Bank Stadium,Minnesota Vikings
39,Hamilton (Touring),Season Ticket Holder Priority Access,2019-10-01T17:00:00Z,2019-10-29T06:59:00Z,2020-03-15T20:00:00Z,13:00:00,2020-03-15,America/Los_Angeles,Arts & Theatre,Theatre,Musical,False,BROADWAY IN HOLLYWOOD,55.0,495.0,The Broadway in Hollywood subscriber ticket limit is 9 tickets and the single ticket buyer ticket limit is 8 tickets. Exceeding these amounts for the entire run of Hamilton may result in the cancelation of all Hamilton tickets.,Los Angeles,California,90028,6233 Hollywood Blvd.,-118.32586552,34.10200961,404,286,Hollywood Pantages Theatre,Hamilton (Touring)
40,Hamilton (Touring),Season Ticket Holder Priority Access,2019-10-01T17:00:00Z,2019-10-29T06:59:00Z,2020-03-15T03:00:00Z,20:00:00,2020-03-14,America/Los_Angeles,Arts & Theatre,Theatre,Musical,False,BROADWAY IN HOLLYWOOD,55.0,495.0,The Broadway in Hollywood subscriber ticket limit is 9 tickets and the single ticket buyer ticket limit is 8 tickets. Exceeding these amounts for the entire run of Hamilton may result in the cancelation of all Hamilton tickets.,Los Angeles,California,90028,6233 Hollywood Blvd.,-118.32586552,34.10200961,404,286,Hollywood Pantages Theatre,Hamilton (Touring)
41,Carolina Panthers vs. Tennessee Titans,Presale Offer,2019-04-18T00:00:00Z,2019-05-02T03:45:00Z,2019-11-03T18:00:00Z,13:00:00,2019-11-03,America/New_York,Sports,Football,NFL,False,NFL REGULAR SEASON,70.0,538.58,There is an overall 9 ticket limit for this event.,Charlotte,North Carolina,28202,800 South Mint Street,-80.852829,35.225789,9,9,Bank of America Stadium,Carolina Panthers
42,Cleveland Browns vs. Pittsburgh Steelers,Resale Onsale,2019-04-01T14:00:00Z,2019-04-02T02:00:00Z,2019-11-15T01:20:00Z,20:20:00,2019-11-14,America/New_York,Sports,Football,NFL,False,NFL REGULAR SEASON,30.0,880.0,There is a four (4) ticket limit for the Season Ticket Member presale.,Cleveland,Ohio,44114,100 Alfred Lerner Way,-81.69956958,41.50603554,10,10,"FirstEnergy Stadium, Home of the Cleveland Browns",Cleveland Browns
43,Dimash Qudaibergen,Internet Pre-Sale,2019-09-12T14:00:00Z,2019-09-13T02:00:00Z,2019-12-11T00:00:00Z,19:00:00,2019-12-10,America/New_York,Music,Pop,Pop,False,PROMOTED BY VENUE,46.0,126.0,There is an overall 8 ticket limit for this event.,Brooklyn,New York,11217,620 Atlantic Ave,-73.97661659,40.68350417,1,1,Barclays Center,Dimash Qudaibergen
44,Elton John: Farewell Yellow Brick Road,Verified Fan Presale,2019-10-29T15:00:00Z,2019-10-31T03:00:00Z,2020-04-29T01:00:00Z,20:00:00,2020-04-28,America/Chicago,Music,Rock,Pop,False,PROMOTED BY VENUE,69.5,224.5,There is an overall 8 ticket limit for this event.,Milwaukee,Wisconsin,53203,1111 Vel R. Phillips Ave,-87.916896,43.04228,102,81,Fiserv Forum,Elton John
45,Cleveland Browns vs. Buffalo Bills,Resale Onsale,2019-04-01T14:00:00Z,2019-04-02T02:00:00Z,2019-11-10T18:00:00Z,13:00:00,2019-11-10,America/New_York,Sports,Football,NFL,False,NFL REGULAR SEASON,30.0,565.0,There is a four (4) ticket limit for the Season Ticket Member presale.,Cleveland,Ohio,44114,100 Alfred Lerner Way,-81.69956958,41.50603554,10,10,"FirstEnergy Stadium, Home of the Cleveland Browns",Cleveland Browns
46,Chicago Bears vs. Dallas Cowboys,Resale Onsale,2019-04-01T15:00:00Z,2019-04-02T03:00:00Z,2019-12-06T01:20:00Z,19:20:00,2019-12-05,America/Chicago,Sports,Football,NFL,False,NFL REGULAR SEASON,168.0,786.0,There is a fifteen (15) ticket limit.,Chicago,Illinois,60605,1410 S. Museum Campus Drive,-87.61682143,41.86205404,10,10,Soldier Field,Chicago Bears
47,Hamilton (Touring),Season Ticket Holder Priority Access,2019-10-01T17:00:00Z,2019-10-29T06:59:00Z,2020-03-21T21:00:00Z,14:00:00,2020-03-21,America/Los_Angeles,Arts & Theatre,Theatre,Musical,False,BROADWAY IN HOLLYWOOD,55.0,495.0,The Broadway in Hollywood subscriber ticket limit is 9 tickets and the single ticket buyer ticket limit is 8 tickets. Exceeding these amounts for the entire run of Hamilton may result in the cancelation of all Hamilton tickets.,Los Angeles,California,90028,6233 Hollywood Blvd.,-118.32586552,34.10200961,404,286,Hollywood Pantages Theatre,Hamilton (Touring)
48,New York Giants vs. Green Bay Packers,Season Ticket Holder Presale,2019-04-18T00:00:00Z,2019-04-20T02:00:00Z,2019-12-01T18:00:00Z,13:00:00,2019-12-01,America/New_York,Sports,Football,NFL,False,NFL REGULAR SEASON,125.0,775.0,There is a six (6) ticket limit per household.,East Rutherford,New Jersey,07073,One MetLife Stadium Drive,-74.074493,40.81359,9,9,MetLife Stadium,New York Giants
49,Hamilton (Touring),Season Ticket Holder Priority Access,2019-10-01T17:00:00Z,2019-10-29T06:59:00Z,2020-03-22T20:00:00Z,13:00:00,2020-03-22,America/Los_Angeles,Arts & Theatre,Theatre,Musical,False,BROADWAY IN HOLLYWOOD,55.0,495.0,The Broadway in Hollywood subscriber ticket limit is 9 tickets and the single ticket buyer ticket limit is 8 tickets. Exceeding these amounts for the entire run of Hamilton may result in the cancelation of all Hamilton tickets.,Los Angeles,California,90028,6233 Hollywood Blvd.,-118.32586552,34.10200961,404,286,Hollywood Pantages Theatre,Hamilton (Touring)
50,Hamilton (Touring),Season Ticket Holder Priority Access,2019-10-01T17:00:00Z,2019-10-29T06:59:00Z,2020-03-14T03:00:00Z,20:00:00,2020-03-13,America/Los_Angeles,Arts & Theatre,Theatre,Musical,False,BROADWAY IN HOLLYWOOD,55.0,475.0,The Broadway in Hollywood subscriber ticket limit is 9 tickets and the single ticket buyer ticket limit is 8 tickets. Exceeding these amounts for the entire run of Hamilton may result in the cancelation of all Hamilton tickets.,Los Angeles,California,90028,6233 Hollywood Blvd.,-118.32586552,34.10200961,404,286,Hollywood Pantages Theatre,Hamilton (Touring)
51,Hamilton (Touring),Season Ticket Holder Priority Access,2019-10-01T17:00:00Z,2019-10-29T06:59:00Z,2020-03-22T03:00:00Z,20:00:00,2020-03-21,America/Los_Angeles,Arts & Theatre,Theatre,Musical,False,BROADWAY IN HOLLYWOOD,55.0,495.0,The Broadway in Hollywood subscriber ticket limit is 9 tickets and the single ticket buyer ticket limit is 8 tickets. Exceeding these amounts for the entire run of Hamilton may result in the cancelation of all Hamilton tickets.,Los Angeles,California,90028,6233 Hollywood Blvd.,-118.32586552,34.10200961,404,286,Hollywood Pantages Theatre,Hamilton (Touring)
52,Pittsburgh Steelers vs. Cleveland Browns,Season Ticket Holder Presale,2019-04-26T14:00:00Z,2019-04-29T02:00:00Z,2019-12-01T21:25:00Z,16:25:00,2019-12-01,America/New_York,Sports,Football,NFL,False,NFL REGULAR SEASON,83.0,366.0,There is an overall event ticket limit of 8.,Pittsburgh,Pennsylvania,15212,100 Art Rooney Avenue,-80.015884,40.446093,10,10,Heinz Field,Pittsburgh Steelers
53,Seattle Seahawks vs. Arizona Cardinals,Blue Pride,2019-10-16T19:00:00Z,2019-10-23T20:00:00Z,2019-12-22T21:25:00Z,13:25:00,2019-12-22,America/Los_Angeles,Sports,Football,NFL,False,NFL REGULAR SEASON,75.0,800.0,There is an overall 8 ticket limit for this event.,Seattle,Washington,98134,800 Occidental Ave S,-122.331607,47.595083,10,9,CenturyLink Field,Seattle Seahawks
54,Carolina Panthers vs. Atlanta Falcons,Presale Offer,2019-04-18T00:00:00Z,2019-05-02T03:45:00Z,2019-11-17T18:00:00Z,13:00:00,2019-11-17,America/New_York,Sports,Football,NFL,False,NFL REGULAR SEASON,100.0,538.58,There is an overall 9 ticket limit for this event.,Charlotte,North Carolina,28202,800 South Mint Street,-80.852829,35.225789,9,9,Bank of America Stadium,Carolina Panthers
55,New York Jets vs. Pittsburgh Steelers,Visa Exclusive Presale,2019-04-18T00:00:00Z,2019-04-22T02:00:00Z,2019-12-22T18:00:00Z,13:00:00,2019-12-22,America/New_York,Sports,Football,NFL,False,NFL REGULAR SEASON,37.8,802.0,There is an overall (6) six ticket limit for this event.,East Rutherford,New Jersey,07073,One MetLife Stadium Drive,-74.074493,40.81359,10,10,MetLife Stadium,New York Jets
56,Brooklyn Nets v. Los Angeles Lakers,American Express® Card Member Presale,2019-08-12T19:00:00Z,2019-08-13T18:59:00Z,2020-01-24T01:00:00Z,20:00:00,2020-01-23,America/New_York,Sports,Basketball,NBA,False,NBA REGULAR SEASON,250.0,10000.0,There is an 8 ticket limit for this event. Group discounts are available for Groups of 10 or more by calling 855-GROUP-BK.,Brooklyn,New York,11217,620 Atlantic Ave,-73.97661659,40.68350417,78,70,Barclays Center,Brooklyn Nets
57,Hamilton (Touring),Season Ticket Holder Priority Access,2019-10-01T17:00:00Z,2019-10-29T06:59:00Z,2020-03-16T01:30:00Z,18:30:00,2020-03-15,America/Los_Angeles,Arts & Theatre,Theatre,Musical,False,BROADWAY IN HOLLYWOOD,55.0,475.0,The Broadway in Hollywood subscriber ticket limit is 9 tickets and the single ticket buyer ticket limit is 8 tickets. Exceeding these amounts for the entire run of Hamilton may result in the cancelation of all Hamilton tickets.,Los Angeles,California,90028,6233 Hollywood Blvd.,-118.32586552,34.10200961,404,286,Hollywood Pantages Theatre,Hamilton (Touring)
58,San Francisco 49ers vs. Atlanta Falcons,Special Offer,2019-10-31T16:00:00Z,2019-11-04T07:59:00Z,2019-12-15T21:25:00Z,13:25:00,2019-12-15,America/Los_Angeles,Sports,Football,NFL,False,NFL REGULAR SEASON,67.0,950.0,"There is a 12 ticket limit for this event. For group tickets, please call 415-GO-49ERS",Santa Clara,California,95054,4900 Marie P. DeBartolo Way,-121.97034311,37.40367671,8,8,Levi's® Stadium,San Francisco 49ers
59,Hamilton (Touring),Season Ticket Holder Priority Access,2019-10-01T17:00:00Z,2019-10-29T06:59:00Z,2020-04-04T21:00:00Z,14:00:00,2020-04-04,America/Los_Angeles,Arts & Theatre,Theatre,Musical,False,BROADWAY IN HOLLYWOOD,55.0,495.0,The Broadway in Hollywood subscriber ticket limit is 9 tickets and the single ticket buyer ticket limit is 8 tickets. Exceeding these amounts for the entire run of Hamilton may result in the cancelation of all Hamilton tickets.,Los Angeles,California,90028,6233 Hollywood Blvd.,-118.32586552,34.10200961,404,286,Hollywood Pantages Theatre,Hamilton (Touring)
60,Hamilton (Touring),Season Ticket Holder Priority Access,2019-10-01T17:00:00Z,2019-10-29T06:59:00Z,2020-03-29T20:00:00Z,13:00:00,2020-03-29,America/Los_Angeles,Arts & Theatre,Theatre,Musical,False,BROADWAY IN HOLLYWOOD,55.0,495.0,The Broadway in Hollywood subscriber ticket limit is 9 tickets and the single ticket buyer ticket limit is 8 tickets. Exceeding these amounts for the entire run of Hamilton may result in the cancelation of all Hamilton tickets.,Los Angeles,California,90028,6233 Hollywood Blvd.,-118.32586552,34.10200961,404,286,Hollywood Pantages Theatre,Hamilton (Touring)
61,Hamilton (Touring),Season Ticket Holder Priority Access,2019-10-01T17:00:00Z,2019-10-29T06:59:00Z,2020-03-28T21:00:00Z,14:00:00,2020-03-28,America/Los_Angeles,Arts & Theatre,Theatre,Musical,False,BROADWAY IN HOLLYWOOD,55.0,495.0,The Broadway in Hollywood subscriber ticket limit is 9 tickets and the single ticket buyer ticket limit is 8 tickets. Exceeding these amounts for the entire run of Hamilton may result in the cancelation of all Hamilton tickets.,Los Angeles,California,90028,6233 Hollywood Blvd.,-118.32586552,34.10200961,404,286,Hollywood Pantages Theatre,Hamilton (Touring)
62,Hamilton (Touring),Season Ticket Holder Priority Access,2019-10-01T17:00:00Z,2019-10-29T06:59:00Z,2020-03-29T03:00:00Z,20:00:00,2020-03-28,America/Los_Angeles,Arts & Theatre,Theatre,Musical,False,BROADWAY IN HOLLYWOOD,55.0,495.0,The Broadway in Hollywood subscriber ticket limit is 9 tickets and the single ticket buyer ticket limit is 8 tickets. Exceeding these amounts for the entire run of Hamilton may result in the cancelation of all Hamilton tickets.,Los Angeles,California,90028,6233 Hollywood Blvd.,-118.32586552,34.10200961,404,286,Hollywood Pantages Theatre,Hamilton (Touring)
63,Minnesota Vikings vs. Chicago Bears,Season Ticket Member Presale,2019-07-15T15:00:00Z,2019-07-17T04:59:00Z,2019-12-29T18:00:00Z,12:00:00,2019-12-29,America/Chicago,Sports,Football,NFL,False,NFL REGULAR SEASON,95.0,750.0,There is an overall 8 ticket limit for this event.,Minneapolis,Minnesota,55415,401 Chicago Avenue,-93.257528,44.973617,8,8,U.S. Bank Stadium,Minnesota Vikings
